ID,accbu_text,accbu_inperson,accbu_phone,accbu_sm,accbu_friend,accbu_smstatus,bu_phone2,bu_inperson2,bu_text2,bu_sm2,bu_email2,bu_fbstatus2,bu_smstatus2,bu_image2,bu_drift2,bu_other2,bu_never2,dump_phone2,dump_inperson2,dump_text2,Sex,Sexuality2,Transgender2,Parent_Metro2,Parent_Rent2,Parent_Internet2,Child_Gen2,Child_Age,Household_Size
1031,6.0,10.0,8.0,3.0,3.0,1.0,,,,,,,,,,,,,,, ,Something else,No,Metro,Own,Yes,Female,16.0,3.0
1032,2.0,10.0,8.0,1.0,5.0,4.0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,2,Straight,No,Metro,Own,Yes,Male,14.0,5.0
1033,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,3.0
1034,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,,,4.0
1037,4.0,10.0,8.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,15.0,2.0
1038,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,5.0
1039,4.0,1.0,2.0,3.0,6.0,5.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,14.0,3.0
1040,7.0,8.0,7.0,8.0,4.0,1.0,,,,,,,,,,,,,,, ,Straight,Yes,Metro,Rent,Yes,Female,16.0,5.0
1041,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,3.0
1042,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,3.0
1044,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,,,2.0
1046,3.0,1.0,2.0,4.0,6.0,5.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,14.0,3.0
1047,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,6.0
1048,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,3.0
1049,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,1.0
1050,3.0,10.0,6.0,1.0,1.0,1.0,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,2,Straight,No,Metro,Rent,Yes,Male,15.0,5.0
1052,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
1054,5.0,9.0,5.0,3.0,5.0,5.0,,,,,,,,,,,,,,, ,Not sure,No,Metro,Rent,Yes,Female,13.0,6.0
1055,1.0,5.0,1.0,1.0,1.0,1.0,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,2,Straight,No,Metro,Own,Yes,Female,14.0,4.0
1056,1.0,10.0,8.0,1.0,10.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,15.0,6.0
1057,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,3.0
1058,1.0,10.0,8.0,9.0,6.0,5.0,,,,,,,,,,,,,,, ,Straight,,Metro,Rent,Yes,Female,16.0,3.0
1059,3.0,5.0,4.0,2.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,13.0,2.0
1060,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,,,3.0
1063,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Neither,Yes,,,3.0
1065,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
1066,4.0,10.0,3.0,1.0,2.0,5.0,,,,,,,,,,,,,,, ,Straight,No,Non-metro,Own,Yes,Male,16.0,3.0
1067,5.0,10.0,9.0,1.0,8.0,1.0,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,3,Not sure,No,Metro,Own,Yes,Male,16.0,4.0
1068,8.0,8.0,8.0,1.0,2.0,2.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,15.0,4.0
1070,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,5.0
1071,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,No,,,6.0
1072,6.0,8.0,3.0,1.0,2.0,7.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Male,14.0,3.0
1074,1.0,10.0,2.0,1.0,1.0,1.0,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,1,Bisexual,No,Non-metro,Own,Yes,Female,17.0,5.0
1075,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,3.0
1079,1.0,10.0,10.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,13.0,4.0
1080,10.0,10.0,10.0,1.0,1.0,10.0,,,,,,,,,,,,,,, ,Not sure,No,Metro,Own,Yes,Male,13.0,8.0
1082,2.0,10.0,5.0,1.0,2.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,15.0,4.0
1083,8.0,9.0,8.0,3.0,8.0,3.0,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,2,Straight,No,Metro,Own,Yes,Male,15.0,5.0
1085,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,,,3.0
1086,3.0,10.0,6.0,2.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,15.0,5.0
1087,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
1088,1.0,9.0,1.0,1.0,1.0,1.0,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,2,Straight,No,Metro,Own,No,Male,13.0,5.0
1090,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
1091,3.0,10.0,7.0,2.0,1.0,1.0,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,2,Straight,No,Metro,Own,Yes,Male,17.0,5.0
1092,3.0,10.0,5.0,1.0,2.0,1.0,,,,,,,,,,,,,,, ,Not sure,No,Metro,Own,Yes,Male,13.0,4.0
1093,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,, ,Straight,No,Non-metro,Own,Yes,Female,15.0,6.0
1094,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,Female,17.0,2.0
1095,5.0,5.0,5.0,5.0,2.0,2.0,,,,,,,,,,,,,,, ,Straight,No,Non-metro,Rent,Yes,Male,14.0,2.0
1096,10.0,5.0,5.0,2.0,3.0,7.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Male,14.0,2.0
1097,1.0,10.0,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,14.0,4.0
1098,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,9.0
1099,,,,,,,,,,,,,,,,,,,,, ,,,Non-metro,Own,Yes,,,5.0
1103,5.0,10.0,8.0,2.0,2.0,2.0,,,,,,,,,,,,,,, ,Straight,No,Non-metro,Own,Yes,Male,14.0,4.0
1104,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
1105,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
1108,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,,,2.0
1111,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,Male,17.0,4.0
1112,1.0,10.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Female,17.0,3.0
1113,2.0,10.0,3.0,1.0,1.0,1.0,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,2,Straight,No,Non-metro,Own,Yes,Female,14.0,5.0
1115,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,6.0
1116,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,6.0
1117,5.0,10.0,3.0,5.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Male,15.0,4.0
1118,2.0,10.0,10.0,1.0,1.0,1.0,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,2,Straight,No,Metro,Own,Yes,Male,16.0,3.0
1120,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,6.0
1121,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
1122,-1.0,10.0,-1.0,-1.0,1.0,-1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,14.0,4.0
1123,3.0,1.0,2.0,4.0,6.0,5.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Male,16.0,4.0
1126,1.0,10.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,13.0,4.0
1129,3.0,1.0,2.0,4.0,6.0,5.0,,,,,,,,,,,,,,, ,Straight,Yes,Non-metro,Own,Yes,Male,15.0,2.0
1130,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,,,6.0
1131,1.0,1.0,2.0,3.0,4.0,1.0,,,,,,,,,,,,,,, ,Straight,,Metro,Own,Yes,Male,13.0,4.0
1132,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
1133,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,3.0
1134,1.0,5.0,6.0,1.0,5.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,14.0,3.0
1135,2.0,10.0,7.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Female,16.0,4.0
1136,1.0,10.0,9.0,1.0,1.0,4.0,,,,,,,,,,,,,,, ,Straight,Yes,Metro,Own,Yes,Female,13.0,3.0
1138,4.0,9.0,7.0,1.0,8.0,1.0,,,,,,,,,,,,,,, ,Bisexual,No,Metro,Own,Yes,Male,13.0,5.0
1140,4.0,10.0,2.0,1.0,4.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,15.0,3.0
1142,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,5.0
1143,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
1144,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
1149,5.0,10.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,14.0,5.0
1150,2.0,10.0,8.0,2.0,6.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,13.0,5.0
1151,,,,,,,,,,,,,,,,,,,,, ,,,Non-metro,Own,Yes,,,4.0
1152,4.0,10.0,9.0,3.0,2.0,1.0,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,2,Straight,No,Metro,Rent,Yes,Female,17.0,5.0
1154,1.0,10.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Non-metro,Own,Yes,Female,16.0,3.0
1155,5.0,10.0,9.0,2.0,2.0,1.0,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,3,Straight,No,Metro,Own,Yes,Female,14.0,8.0
1156,2.0,10.0,6.0,4.0,1.0,3.0,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,2,Bisexual,No,Metro,Rent,Yes,Female,13.0,3.0
1157,1.0,10.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,13.0,4.0
1158,1.0,8.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,, ,Not sure,No,Metro,Neither,Yes,Female,13.0,4.0
1161,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,5.0
1162,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,3.0
1164,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,,,5.0
1166,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
1167,1.0,10.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Female,13.0,4.0
1168,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,9.0
1169,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,5.0
1170,2.0,5.0,3.0,4.0,1.0,6.0,,,,,,,,,,,,,,, ,Straight,No,Non-metro,Own,Yes,Male,15.0,3.0
1171,1.0,10.0,8.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,16.0,4.0
1173,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,14.0,3.0
1176,3.0,10.0,6.0,5.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,17.0,5.0
1177,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
1179,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,17.0,3.0
1183,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,6.0
1185,,,,,,,,,,,,,,,,,,,,, ,,,Non-metro,Own,Yes,,,9.0
1186,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,3.0
1187,,,,,,,,,,,,,,,,,,,,, ,,,Non-metro,Own,Yes,,,3.0
1189,2.0,10.0,3.0,1.0,1.0,1.0,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,2,Straight,No,Metro,Rent,Yes,Female,14.0,6.0
1190,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,5.0
1191,1.0,10.0,1.0,1.0,1.0,1.0,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,2,Straight,No,Metro,Own,Yes,Male,17.0,3.0
1192,10.0,4.0,9.0,5.0,8.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,14.0,3.0
1193,3.0,10.0,5.0,2.0,2.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,17.0,2.0
1194,5.0,1.0,2.0,8.0,10.0,9.0,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,2,Straight,No,Non-metro,Rent,Yes,Male,14.0,6.0
1195,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,5.0
1196,3.0,10.0,8.0,1.0,2.0,3.0,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,2,Straight,No,Non-metro,Own,Yes,Male,17.0,3.0
1197,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,10.0
1198,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,3.0
1200,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,No,,,6.0
1202,6.0,9.0,8.0,6.0,7.0,5.0,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,2,Straight,No,Metro,Own,Yes,Male,13.0,5.0
1204,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
1206,1.0,10.0,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,13.0,9.0
1207,1.0,10.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,, ,Straight,No,Non-metro,Own,Yes,Male,14.0,3.0
1208,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,3.0
1209,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
1210,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,8.0
1211,1.0,8.0,4.0,1.0,2.0,2.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,16.0,4.0
1213,8.0,10.0,9.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,16.0,4.0
1214,1.0,10.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,13.0,5.0
1215,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
1217,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,5.0
1218,1.0,10.0,6.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Non-metro,Rent,Yes,Female,17.0,4.0
1219,,,,,,,,,,,,,,,,,,,,, ,,,Non-metro,Own,Yes,,,5.0
1220,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,2.0
1222,,,,,,,,,,,,,,,,,,,,, ,,,Non-metro,Rent,Yes,,,2.0
1224,1.0,10.0,1.0,1.0,1.0,1.0,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,1,Straight,No,Non-metro,Own,Yes,Male,16.0,3.0
1225,8.0,10.0,10.0,6.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Female,13.0,5.0
1227,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
1228,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,3.0
1229,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,,,5.0
1230,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,Female,14.0,3.0
1231,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,5.0
1233,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
1234,4.0,10.0,8.0,1.0,3.0,1.0,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,1,Straight,No,Metro,Rent,Yes,Male,16.0,4.0
1235,2.0,1.0,1.0,7.0,3.0,5.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,14.0,4.0
1237,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,5.0
1238,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,3.0
1239,4.0,10.0,7.0,2.0,4.0,3.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,No,Male,14.0,4.0
1242,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,3.0
1244,8.0,5.0,5.0,4.0,5.0,1.0,,,,,,,,,,,,,,, ,Something else,No,Metro,Neither,Yes,Female,14.0,6.0
1245,1.0,10.0,2.0,1.0,2.0,1.0,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,1,Bisexual,No,Non-metro,Own,Yes,Female,16.0,4.0
1246,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,3.0
1247,4.0,10.0,5.0,2.0,3.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,17.0,3.0
1248,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,,,5.0
1249,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,,,4.0
1251,,,,,,,,,,,,,,,,,,,,, ,,,Non-metro,Own,Yes,,,3.0
1253,5.0,10.0,8.0,2.0,4.0,1.0,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,2,Not sure,Yes,Metro,Own,Yes,Female,13.0,8.0
1255,,,,,,,,,,,,,,,,,,,,, ,,,Non-metro,Own,Yes,,,6.0
1256,2.0,10.0,6.0,1.0,1.0,1.0,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,2,Straight,No,Metro,Own,Yes,Female,15.0,3.0
1258,1.0,9.0,4.0,1.0,1.0,1.0,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,2,Straight,No,Metro,Own,Yes,Female,16.0,4.0
1259,3.0,10.0,8.0,1.0,3.0,2.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,15.0,4.0
1260,6.0,10.0,8.0,3.0,3.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,13.0,4.0
1261,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,,,3.0
1262,1.0,10.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Bisexual,No,Metro,Own,Yes,Male,13.0,5.0
1263,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
1264,3.0,10.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,16.0,4.0
1265,1.0,10.0,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,14.0,3.0
1266,2.0,1.0,1.0,6.0,2.0,6.0,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,1,Straight,Yes,Metro,Own,Yes,Male,16.0,3.0
1267,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,No,,,4.0
1268,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,3.0
1269,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,3.0
1270,4.0,10.0,8.0,2.0,6.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,13.0,8.0
1271,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,5.0
1272,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,7.0
1273,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,2.0
1275,1.0,10.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,16.0,7.0
1276,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,,,5.0
1277,9.0,1.0,3.0,10.0,10.0,10.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,15.0,5.0
1279,1.0,10.0,9.0,2.0,3.0,4.0,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,2,Not sure,No,Metro,Own,Yes,Female,15.0,4.0
1280,1.0,10.0,1.0,1.0,1.0,1.0,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,2,Straight,No,Metro,Own,Yes,Male,17.0,3.0
1281,5.0,10.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,16.0,3.0
1282,1.0,9.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,15.0,2.0
1283,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,,,4.0
1284,1.0,10.0,4.0,1.0,1.0,1.0,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,2,Straight,No,Metro,Rent,Yes,Female,16.0,4.0
1286,4.0,10.0,7.0,3.0,2.0,1.0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,2,Straight,No,Metro,Rent,Yes,Female,17.0,3.0
1287,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,, ,Straight,,Metro,Rent,No,Male,13.0,2.0
1288,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,,,4.0
1289,1.0,10.0,9.0,1.0,1.0,1.0,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,2,Straight,No,Metro,Rent,No,Male,15.0,6.0
1290,4.0,10.0,6.0,3.0,4.0,3.0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,2,Straight,No,Metro,Own,Yes,Male,15.0,8.0
1294,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,3.0
1295,9.0,7.0,8.0,8.0,7.0,4.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,17.0,4.0
1296,5.0,10.0,8.0,2.0,3.0,3.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,14.0,4.0
1297,2.0,10.0,8.0,1.0,6.0,3.0,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,2,Straight,No,Metro,Rent,Yes,Female,15.0,8.0
1298,2.0,10.0,10.0,3.0,1.0,3.0,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,2,Straight,No,Metro,Own,Yes,Male,15.0,4.0
1299,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
1300,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
1301,4.0,10.0,9.0,2.0,1.0,5.0,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,1,Bisexual,No,Metro,Own,Yes,Female,17.0,6.0
1302,1.0,10.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Bisexual,No,Metro,Own,Yes,Female,13.0,3.0
1303,1.0,10.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Female,17.0,2.0
1304,1.0,10.0,6.0,1.0,4.0,3.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Male,13.0,4.0
1305,8.0,10.0,9.0,5.0,1.0,10.0,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,3,Straight,No,Metro,Own,Yes,Male,15.0,4.0
1306,1.0,10.0,1.0,1.0,1.0,1.0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,2,Straight,No,Metro,Own,Yes,Female,16.0,3.0
1307,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,,,4.0
1308,1.0,10.0,7.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,14.0,6.0
1309,10.0,10.0,10.0,7.0,7.0,1.0,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,2,Straight,No,Metro,Rent,No,Male,15.0,3.0
1310,1.0,10.0,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Rent,Yes,Female,14.0,2.0
1313,1.0,9.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,15.0,4.0
1315,1.0,10.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Female,14.0,4.0
1317,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,6.0
1319,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,5.0
1321,1.0,10.0,1.0,1.0,1.0,1.0,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,1,Straight,No,Metro,Own,Yes,Female,17.0,5.0
1322,1.0,10.0,2.0,1.0,1.0,1.0,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,2,Straight,No,Metro,Own,Yes,Male,16.0,4.0
1323,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,3.0
1324,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,5.0
1325,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,Female,15.0,7.0
1326,1.0,10.0,6.0,1.0,1.0,1.0,,,,,,,,,,,,,,, ,Straight,No,Metro,Own,Yes,Male,13.0,6.0
1327,8.0,10.0,9.0,3.0,5.0,3.0,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,2,Straight,No,Metro,Rent,Yes,Male,16.0,3.0
1328,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,Yes,,,4.0
1330,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Rent,No,,,4.0
1331,,,,,,,,,,,,,,,,,,,,, ,,,Metro,Own,Yes,,,4.0
