Unnamed: 0,parent_knowledge_status,parentcontrol,sexualexperience,serious_relationship,notserious_relationship,meeting_online_experience,online_and_never_met,socialmedia_interested_interactedsm,socialmedia_interested_friendedsm,interested_friendedsm,interested_text,interested_video,interested_music,interested_sexypics,interested_inperson,interested_other,search_information_current,friended_setup,search_information_past,askout_text,askout_inperson,askout_phone,askout_dm,askout_friendasked,askout_wait,askout_other,shared_passwords,time_outsideschoool,time_phone,time_text,time_online,time_videochat,time_email,time_socialmediapost,time_messagingapps,shareonline_location,shareonline_activity,shareonline_thoughts,shareonline_friends,shareonline_school,shareonline_health,shareonline_family,shareonline_politics,shareonline_religion,shareonline_funny,pparent_knowledge_status
708,2,,no,,,,,1,yes,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
709, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
711,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
712,1,do_not_limit,yes,yes,,2-5,no,1,yes,yes,yes,no,no,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,no,everyday,everyday,everyday,everyday,everyday,never,everyday,everyday,yes,yes,yes,,no,yes,yes,no,no,yes,yes
713, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,no,yes,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
715,2,,yes,no,no,2-5,no,1,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,every_few_days,every_few_days,everyday,every_few_days,every_few_days,never,every_few_days,less_often,yes,yes,yes,,no,no,yes,no,yes,yes,no
716,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
717, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
719,2,,no,,,,,1,yes,yes,yes,no,no,no,no,no,yes,yes,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
720, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,3,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_sure
722,2,,no,,,,,1,no,yes,no,no,yes,no,no,no,no,no,,yes,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
723,2,,no,,,,,2,no,no,no,no,no,no,yes,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
724,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,yes,yes,yes,no,yes,no,no,,,,,,,,,,,,,,,,,,,,no
725, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,1,limit_time,no,,,,,1,no,no,yes,no,no,no,yes,no,no,no,,no,yes,yes,no,no,no,no,,,,,,,,,,,,,,,,,,,,yes
727,3,,no,,,,, ,,yes,no,no,no,no,yes,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,not_sure
728,2,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
729,2,,no,,,,,1,yes,no,no,no,no,no,yes,no,no,no,,yes,yes,no,yes,no,no,no,,,,,,,,,,,,,,,,,,,,no
730,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
731,2,,no,,,,,1,yes,yes,no,no,no,no,yes,no,no,yes,,yes,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
732,2,,no,,,,,2,no,no,no,no,no,no,yes,no,no,no,,no,yes,yes,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
733,2,,no,,,,,2,no,no,no,no,no,no,yes,no,no,no,,no,no,no,no,yes,no,no,,,,,,,,,,,,,,,,,,,,no
734,1,do_not_limit,yes,yes,,none,,1,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,less_often,every_few_days,every_few_days,every_few_days,less_often,less_often,every_few_days,less_often,yes,yes,no,,no,yes,yes,no,no,no,yes
735,2,,no,,,,, ,,yes,no,no,no,no,no,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
736, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
738, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
742, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,2,,yes,no,no,none,,1,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,every_few_days,everyday,everyday,never,never,never,never,never,no,no,no,,yes,no,no,no,no,yes,no
745,3,,yes,no,no,2-5,yes,1,yes,yes,yes,no,no,no,yes,no,yes,yes,yes,no,yes,no,yes,no,no,no,yes,less_often,less_often,never,everyday,never,never,everyday,everyday,no,no,yes,,no,no,no,no,no,yes,not_sure
746,3,,no,,,,,1,yes,no,no,no,no,no,no,no,yes,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,not_sure
747,2,,yes,no,no,none,,2,yes,yes,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,every_few_days,every_few_days,everyday,less_often,never,never,less_often,never,yes,yes,yes,,yes,yes,yes,yes,yes,yes,no
748,1,limit_time,no,,,,,1,yes,yes,no,no,yes,no,no,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,yes
749,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
750,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
751, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,yes,yes,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
753,1,limit_time,yes,yes,,none,,1,yes,yes,yes,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,yes,every_few_days,everyday,everyday,every_few_days,every_few_days,less_often,less_often,less_often,yes,yes,yes,,yes,no,yes,no,no,yes,yes
754,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,no,no,no,no,no,yes,,,,,,,,,,,,,,,,,,,,no
755,2,,no,,,,,1,yes,yes,no,no,no,no,no,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
756, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,1,do_not_limit,yes,yes,,2-5,yes,1,yes,yes,yes,no,no,no,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,yes,everyday,everyday,everyday,everyday,everyday,never,never,never,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes
758,1,limit_time,yes,yes,,2-5,no,1,yes,yes,no,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,every_few_days,less_often,everyday,every_few_days,never,never,every_few_days,every_few_days,yes,yes,yes,,no,no,no,no,no,yes,yes
759,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
760, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,2,,no,,,,, ,,yes,no,no,no,no,no,no,no,,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
763, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,2,,no,,,,,2,yes,yes,no,no,no,no,no,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
765, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,2,,yes,no,no,none,,2,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,never,never,never,never,never,never,never,never,yes,yes,yes,,yes,no,no,no,no,yes,no
767,1,do_not_limit,yes,no,no,none,, ,,yes,yes,no,no,no,yes,no,no,,no,no,yes,no,no,no,no,no,no,less_often,never,everyday,everyday,everyday,never,,less_often,no,no,no,,no,no,no,no,no,no,yes
768, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,2,,no,,,,,1,yes,yes,yes,no,no,no,yes,no,yes,yes,,yes,no,yes,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
770, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,2,,no,,,,,1,yes,yes,no,no,no,no,no,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
772,2,,no,,,,, ,,no,no,no,no,no,yes,no,no,,,no,no,no,no,yes,no,no,,,,,,,,,,,,,,,,,,,,no
773,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,no,yes,,,,,,,,,,,,,,,,,,,,no
774,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
775,2,,yes,no,no,2-5,yes,2,yes,yes,yes,no,no,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,less_often,less_often,every_few_days,never,never,every_few_days,every_few_days,never,yes,yes,yes,,no,no,yes,no,no,yes,no
776,2,,no,,,,,1,no,yes,no,no,no,no,yes,no,yes,yes,,no,no,no,no,yes,yes,no,,,,,,,,,,,,,,,,,,,,no
777, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,2,,no,,,,, ,,no,no,yes,no,no,no,no,no,,,no,no,yes,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
779,2,,yes,no,yes,2-5,no,1,yes,no,yes,no,no,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,no,less_often,less_often,every_few_days,less_often,less_often,less_often,less_often,less_often,yes,yes,yes,,yes,no,yes,no,no,yes,no
780,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
781, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,1,do_not_limit,no,,,,,1,yes,yes,no,no,no,no,yes,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,yes
784,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
785,1,do_not_limit,yes,no,yes,none,,1,yes,yes,yes,no,no,no,yes,no,no,yes,no,yes,yes,yes,no,no,no,no,no,less_often,less_often,less_often,less_often,never,less_often,less_often,less_often,yes,yes,no,,yes,no,no,no,no,yes,yes
786, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,3,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,not_sure
789,2,,no,,,,,1,yes,yes,yes,no,no,no,yes,no,yes,yes,,yes,yes,yes,yes,no,no,no,,,,,,,,,,,,,,,,,,,,no
790,2,,yes,no,no,none,,1,yes,no,yes,no,no,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,less_often,everyday,everyday,less_often,every_few_days,never,every_few_days,less_often,yes,yes,yes,,yes,yes,no,no,no,yes,no
791,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,no,no,no,no,no,yes,,,,,,,,,,,,,,,,,,,,no
792,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
793,1,limit_time,yes,yes,,none,,1,yes,yes,yes,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,less_often,everyday,everyday,everyday,never,less_often,less_often,never,yes,yes,yes,,yes,yes,yes,yes,no,yes,yes
794,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
795, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,2,,no,,,,,2,no,no,no,no,no,no,yes,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
797,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
798,1,limit_time,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,yes
799,2,,no,,,,,1,yes,yes,no,no,no,no,no,no,no,no,,yes,yes,yes,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
800, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
802, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,3,,no,,,,, ,,no,no,no,no,no,no,no,no,,,yes,yes,yes,no,yes,no,no,,,,,,,,,,,,,,,,,,,,not_sure
804,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
805, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,2,,yes,no,no,none,,2,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,everyday,everyday,everyday,never,less_often,never,less_often,never,no,no,no,,no,no,no,no,no,no,no
807, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,2,,no,,,,,1,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
809,2,,no,,,,,1,no,no,no,no,no,no,no,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
810, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,2,,no,,,,,1,yes,yes,no,no,yes,yes,no,no,yes,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
812,1,limit_time,,,,,,2,no,no,yes,no,no,no,yes,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,yes
813, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,3,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,yes,no,no,no,no,,,,,,,,,,,,,,,,,,,,not_sure
819,2,,no,,,,,2,yes,no,no,no,no,no,yes,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
820,2,,no,,,,,1,no,yes,no,no,no,no,yes,no,no,no,,yes,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
821,1,do_not_limit,yes,yes,,none,,1,yes,yes,yes,yes,no,no,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,yes,less_often,everyday,everyday,everyday,everyday,never,every_few_days,never,yes,yes,yes,,no,yes,yes,no,no,yes,yes
822,2,,no,,,,,2,no,yes,no,no,no,no,no,no,no,no,,no,no,no,no,no,no,yes,,,,,,,,,,,,,,,,,,,,no
823,2,,yes,no,no,none,,1,yes,no,yes,no,no,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,everyday,never,everyday,never,every_few_days,never,never,never,no,no,no,,no,no,no,no,no,no,no
824, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,2,,no,,,,,1,yes,yes,no,no,no,no,yes,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
826, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,2,,yes,no,no,none,,1,yes,yes,yes,no,no,no,yes,no,no,yes,yes,no,yes,no,no,no,no,no,yes,every_few_days,every_few_days,everyday,less_often,less_often,never,less_often,less_often,no,no,yes,,no,no,no,no,no,yes,no
828, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,2,,no,,,,,1,yes,yes,yes,yes,no,no,yes,yes,yes,no,,yes,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
830,2,,yes,no,no,none,,2,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,every_few_days,everyday,never,never,less_often,never,never,never,no,no,no,,no,no,no,no,no,no,no
831, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,1,do_not_limit,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,yes,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,yes
834, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,yes,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
836,2,,no,,,,,1,yes,no,yes,no,no,yes,yes,no,no,yes,,no,no,no,yes,yes,yes,no,,,,,,,,,,,,,,,,,,,,no
837, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,2,,no,,,,,1,yes,yes,no,no,yes,no,no,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
841, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,1,do_not_limit,yes,yes,,none,,1,yes,no,yes,no,no,no,yes,no,yes,no,yes,no,yes,no,no,no,no,no,no,everyday,everyday,everyday,never,never,never,less_often,never,yes,yes,yes,,yes,yes,yes,no,no,yes,yes
845, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
847,2,,yes,yes,,one,yes,1,yes,yes,yes,yes,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,never,every_few_days,every_few_days,everyday,everyday,never,everyday,every_few_days,yes,yes,yes,,no,no,no,no,no,yes,no
848,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
849, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,2,,no,,,,,1,yes,no,no,no,no,no,yes,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
851,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,no,no,no,no,no,yes,,,,,,,,,,,,,,,,,,,,no
852, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,2,,no,,,,,2,yes,yes,no,no,no,no,yes,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
856,2,,yes,no,no,one,yes,1,yes,yes,yes,no,no,no,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,no,never,never,never,never,never,never,never,never,yes,yes,yes,,yes,yes,yes,no,no,yes,no
857,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
858, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,2,,no,,,,,1,yes,yes,no,no,no,no,yes,no,no,no,,yes,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
861,2,,yes,no,yes,2-5,no,1,yes,no,no,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,no,no,yes,no,yes,every_few_days,never,everyday,never,never,never,every_few_days,never,no,yes,yes,,no,no,no,no,no,yes,no
862, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,yes,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
864,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,yes,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
865,2,,no,,,,, ,,yes,yes,no,no,no,yes,no,yes,,,no,yes,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
866,2,,yes,no,no,none,, ,,yes,yes,no,no,no,yes,yes,no,,no,no,no,no,no,yes,no,no,no,never,less_often,every_few_days,never,never,less_often,,never,yes,yes,yes,,no,no,no,no,no,yes,no
867, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,2,,no,,,,,1,yes,no,yes,no,no,no,yes,no,yes,no,,yes,yes,yes,yes,yes,no,no,,,,,,,,,,,,,,,,,,,,no
869, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,3,,yes,no,no,one,yes,1,yes,yes,yes,yes,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,everyday,everyday,everyday,everyday,every_few_days,never,less_often,everyday,yes,yes,yes,,yes,no,no,no,no,yes,not_sure
871, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,2,,yes,no,no,none,,1,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,every_few_days,every_few_days,everyday,every_few_days,never,never,every_few_days,never,yes,yes,yes,,yes,no,no,no,no,yes,no
873,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,yes,yes,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
874,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
875,2,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
876,1,do_not_limit,no,,,,,1,yes,no,yes,no,no,no,yes,no,no,no,,yes,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,yes
877,2,,no,,,,,1,yes,yes,yes,no,no,no,no,no,no,no,,yes,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
878,2,,no,,,,,1,yes,yes,no,no,no,no,no,no,no,no,,no,no,no,no,no,no,yes,,,,,,,,,,,,,,,,,,,,no
879, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
882, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,2,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
886,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
887,1,do_not_limit,yes,yes,,none,,1,yes,no,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,no,no,no,no,no,every_few_days,every_few_days,everyday,less_often,less_often,never,less_often,less_often,no,no,no,,no,no,no,no,no,no,yes
888, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,2,,no,,,,,1,yes,yes,no,no,no,no,yes,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
891,2,,yes,no,no,none,, ,,yes,no,no,no,no,yes,yes,no,,no,no,yes,no,no,no,no,no,no,everyday,less_often,everyday,never,never,never,,never,yes,yes,yes,,yes,no,no,no,no,yes,no
892, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,2,,no,,,,, ,,yes,no,no,no,no,no,no,no,,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
895,2,,no,,,,, ,,no,yes,no,no,no,yes,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
896,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,no,no,no,no,no,yes,,,,,,,,,,,,,,,,,,,,no
897,2,,no,,,,,1,yes,yes,yes,no,no,no,yes,no,yes,yes,,yes,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
898, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
